1750,Knots and Crosses: An Inspector Rebus Novel,Ian Rankin,1987
1751,Strumpet City,James Plunkett,1969
1752,Ballet Shoes,Noel Streatfeild,1936
1753,The Kalevala,Elias Lönnrot,1835
1754,Home Fire,Kamila Shamsie,2017
1755,Another Country,Karel Schoeman,1984
1756,The Skeleton,Amrita Pritam,1950
1757,The Dancing Girl of Izu and Other Stories,Yasunari Kawabata,1929
1758,Le Roman de la Rose,Guillaume (de Lorris),1230
1759,Sudelbücher,Georg Christoph Lichtenberg,0
1760,The Half Brother: A Novel,Lars Saabye Christensen,2011
1761,Soul Mountain,Xingjian Gao,1990
1762,Journey by Moonlight,Antal Szerb,1937
1763,Stormbreaker,Anthony Horowitz,2000
1764,Swami and Friends,R. K. Narayan,1935
1765,A Series of Unfortunate Events #1: The Bad Beginning,Lemony Snicket,0
1766,Stories of Adalbert Stifter,Adalbert Stifter,1868
1767,The Tootinameh; Or Tales of a Parrot,India Iran,1560
1768,The Three-Arched Bridge,Ismail Kadare,1978
1769,The Golden Compass,Philip Pullman,0
1770,Lenz,Georg Buchner,1839
1771,We're Going on a Bear Hunt,Michael Rosen,1989
1772,The Forty Rules of Love,Elif Shafak,2009
1773,The Commitments,Roddy Doyle,1987
1774,Querelle,Jean Genet,1947
1775,A Tomb for Boris Davidovich,Danilo Kiš,1976
1776,The Counterlife,Philip Roth,1986
1777,The Worst Witch,Jill Murphy,1974
1778,Memed My Hawk,Yashar Kemal,1955
1779,Soul and Other Stories,Andrey Platonov,0
1780,The Collected Stories of Heinrich Boll,Heinrich Böll,1948
1781,Cutting for Stone,Abraham Verghese,0
1782,The Burn: A Novel in Three Books : (late Sixties--early Seventies),Vassily Aksyonov,1975
1783,Operation Shylock,Philip Roth,1993
1784,The Old Curiosity Shop,Charles Dickens,1941
1785,La Saga/ Fuga de J. B./ The Saga/ Escape of J.B.,Gonzalo Torrente Ballester,1972
1786,Stories from the Lord Keuner,Dieter Wöhrle,1926
1787,Much Ado about Nothing,William Shakespeare,1599
1788,Happy Moscow,Andrey Platonov,0
1789,Percy Jackson and the Olympians Book One: Lightning Thief,Rick Riordan,0
1790,And where Were You Adam?,Heinrich Böll,1951
1791,The Return and Other Stories,Andrey Platonov,0
1792,Mr Standfast,John Buchan,1919
1793,The Lonely Passion of Judith Hearne,Brian Moore,1955
1794,Astonishing the Gods,Ben Okri,1995
1795,Valley of the Dolls,Jacqueline Susann,0
1796,Psmith Journalist,P. G. Wodehouse,1909
1797,The Sorrow Of War,Bao Ninh,1990
1798,Golden Child,Claire Adam,2018
1799,The Far Pavilions,M. M. Kaye,1978
1800,The Royal Physician's Visit: A Novel,Per Olov Enquist,1999
1801,Somersault,Kenzaburō Ōe,1999
1802,Poems of Alfred Lord Tennyson,Alfred Lord Tennyson,1892
1803,Emily of New Moon,L. M. Montgomery,1923
1804,Henry V,William Shakespeare,1599
1805,Kaputt,Curzio Malaparte,0
1806,The Real Life of Sebastian Knight,Vladimir Nabokov,1941
1807,The Enchanted Wood,Enid Blyton,1939
1808,The Collected Songs of Cold Mountain,Han Shan,1985
1809,Artemis Fowl,Eoin Colfer,2001
1810,The Gruffalo,Julia Donaldson,1999
1811,The Dog Star,Agneta Pleijel,0
1812,City of Bohane,Kevin Barry,2011
1813,The Rings of Saturn,W. G. Sebald,1998
1814,Abu Telfan Return from the Mountains of the Moon,Wilhelm Karl Raabe,1867
1815,The House at Pooh Corner,A. A Milne,0
1816,The Black Book,Orhan Pamuk,1990
1817,Schatzkästlein des Rheinischen Hausfreundes,Johann Peter Hebel,1811
1818,Poor Cow,Nell Dunn,1967
1819,Living Up The Street,Gary Soto,1985
1820,What We Talk About When We Talk About Love,Raymond Carver,1981
1821,Sold,Patricia McCormick,2006
1822,A Patchwork Planet,Anne Tyler,1998
1823,Shogun,James Clavell,1975
1824,Nightmare Abbey ,Thomas Love Peacock,1818
1825,Before We Were Free,Julia Alvarez,2002
1826,Veronica,Mary Gaitskill,2005
1827,Erasure,Percival Everett,2001
1828,Zone One,Colson Whitehead,2011
1829,Lives Other Than My Own,Emmanuel Carrère,2011
1830,Do Everything in the Dark,Gary Indiana,2003
1831,White Girls,Hilton Als,2013
1832,All My Puny Sorrows,Miriam Toews,2014
1833,Mr. Fox,Helen Oyeyemi,2011
1834,Black and Blur,Fred Moten,2017
1835,Ooga-Booga,Frederick Seidel,2006
1836,The Particular Sadness of Lemon Cake,Aimee Bender,2010
1837,The Possessed,Elif Batuman,2010
1838,The Bonesetter's Daughter,Amy Tan,2001
1839,Under Western Eyes,Joseph Conrad,1911
1840,Dawn,Elie Wiesel,1961
1841,Dreaming in Cuban,Cristina García,1992
1842,Misery,Stephen King,1987
1843,The Phantom of the Opera,Gaston Leroux,1909
1844,Purple Hibiscus,Chimamanda Ngozi Adichie,2003
1845,Fried Green Tomatoes,Fannie Flagg,1991
1846,Ties That Bind Ties That Break,Lensey Namioka,1999
1847,Tisha,Robert Specht,1976
1848,Christy,Catherine Marshall,1967
1849,A Book of Luminous Things,Czesław Miłosz,1996
1850,The Last Report on the Miracles at Little No Horse: A Novel,Louise Erdrich,2001
1851,The MaddAddam Trilogy,Margaret Atwood,2003
1852,A Constellation of Vital Phenomena: A Novel,Anthony Marra,2013
1853,Home Land,Sam Lipsyte,2004
1854,Wizard of the Crow,Ngugi wa Thiong'o,2006
1855,Spreadeagle,Kevin Killian,2010
1856,The Hate U Give,Angie Thomas,2017
1857,Oblivion: Stories,David Foster Wallace,2004
1858,Seven Years,Peter Stamm,2011
1859,Ghachar Ghochar,Vivek Shanbhag,2017
1860,The Sluts,Dennis Cooper,2005
1861,Capital,John Lanchester,2012
1862,The Lazarus Project,Aleksandar Hemon,2008
1863,The Needle's Eye,Fanny Howe,2016
1864,Taipei,Tao Lin,2013
1865,The Broken Earth Trilogy,N. K. Jemisin,2015
1866,The Largesse of the Sea Maiden: Stories,Denis Johnson,2018
1867,Boyhood: Scenes from provincial life,J M Coetzee,1997
1868,Eat the Document,Dana Spiotta,2006
1869,Super Sad True Love Story,Gary Shteyngart,2010
1870,Fine Just the Way It Is,Annie Proulx,2008
1871,All Grown Up,Jami Attenberg,2017
1872,The Time of Our Singing,Richard Powers,2002
1873,Red Clocks,Leni Zumas,2018
1874,The Book of Salt,Monique Truong,2003
1875,Notes from No Man's Land: American Essays,Eula Biss,2009
1876,Sleeping It Off in Rapid City,August Kleinzahler,2008
1877,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,1998
1878,Retold African American Folktales,David Haynes,0
1879,Tobacco Road,Erskine Caldwell,1932
1880,Boy's Life,Robert R. McCammon,1991
1881,Chesapeake,James A. Michener,1978
1882,Born Confused,Tanuja Desai Hidier,2002
1883,How Green Was My Valley,Richard Llewellyn,1939
1884,Chanda's Secrets,Allan Stratton,2004
1885,Enormous Changes at the Last Minute,Grace Paley,1974
1886,The Ginger Man,J. P. Donleavy,1955
1887,City of the Beasts,Isabel Allende,2002
1888,Crow Lake,Mary Lawson,2002
1889,He She and It,Marge Piercy,1991
1890,Selected Poems II: 1976 - 1986,Margaret Atwood,1986
1891,The Physician,Noah Gordon,1986
1892,Darkness Spoken: The Collected Poems,Ingeborg Bachmann,1994
1893,The Beautyful Ones are Not Yet Born,Ayi K. Armah,1968
1894,Candida: a Pleasant Play,George Bernard Shaw,1894
1895,River of Fire,Qurratulain Hyder,1959
1896,Palace of the Peacock,Wilson Harris,1960
1897,Through the Language Glass: Why the World Looks Different in Other Languages,Guy Deutscher,0
1898,The Farming of Bones,Edwidge Danticat,1998
1899,Collected Poems,Allen Ginsberg,1984
1900,The Sea-Wolf,Jack London,1904
1901,Selected Poems 1965-1975,Margaret Atwood,1975
1902,Bread Givers: A Novel : a Struggle Between a Father of the Old World and a Daughter of the New,Anzia Yezierska,0
1903,A Dog's Purpose,W. Bruce Cameron,2010
1904,The Talisman,Sir Walter Scott,1825
1905,Anil's Ghost,Michael Ondaatje,2000
1906,Ecotopia,Ernest Callenbach,1975
1907,Mr. Sammler's Planet,Saul Bellow,1970
1908,Brooklyn,Colm Tóibín,2009
1909,Anecdotes of Destiny,Isak Dinesen,1958
1910,World's Fair,E. L. Doctorow,1985
1911,It: A Novel,Stephen King,1986
1912,All the Light We Cannot See,Anthony Doerr,2014
1913,A Lesson Before Dying,Ernest J. Gaines,1993
1914,Morte D'Urban,J. F. Powers,1962
1915,Burr,Gore Vidal,1973
1916,Breathing Lessons,Anne Tyler,1988
1917,Empire Falls,Richard Russo,2001
1918,The Collected Stories of Jean Stafford,Jean Stafford,1970
1919,The Echo Maker,Richard Powers,2006
1920,Chimera,John Barth,1972
1921,The Orphan Master's Son: A Novel,Adam Johnson,2012
1922,Let the Great World Spin: A Novel,Colum McCann,2009
1923,Tales from the Kathasaritsagara,Somadeva,1070
1924,Three Men in a Boat,Jerome K. Jerome,1889
1925,Far Tortuga,Peter Matthiessen,1875
1926,The Iron Heel,Jack London,1908
1927,Twilight of the Superheroes,Deborah Eisenberg,2006
1928,The Chronicles of Barsetshire,Anthony Trollope,1855
1929,Her Body and Other Parties: Stories,Carmen Maria Machado,2017
1930,Histoire de Babar,Jean de Brunhoff,1931
1931,Odes,John Keats,1927
1932,The Coldest Winter Ever,Sister Souljah,1999
1933,The Hunt for Red October,Tom Clancy,1984
1934,Petals of blood,Ngugi wa Thiong'o,1977
1935,The Ballad of Peckham Rye,Muriel Spark,1960
1936,Mislaid,Nell Zink,2015
1937,Red Dragon,Thomas Harris,1981
1938,Homesick for Another World,Ottessa Moshfegh,2017
1939,Flowers in the Attic,V. C. Andrews,1979
1940,Left Behind,Tim LaHaye Jerry B. Jenkins,1995
1941,Jonathan Livingston Seagull,Richard Bach,1970
1942,Swallows and Amazons,Arthur Ransome,1930
1943,Killshot,Elmore Leonard,1989
1944,Ready Player One,Ernest Cline,2011
1945,Watchers,Dean R. Koontz,1987
1946,Swan Song,Robert R. McCammon,1987
1947,The Notebook,Nicholas Sparks,1996
1948,Hatchet,Gary Paulsen,1987
1949,The Railway Children,Edith Nesbit,1906
1950,Where the Red Fern Grows,Wilson Rawls,1961
1951,The Shack,William P Young,2007
1952,Looking for Alaska,John Green,2005
1953,This Present Darkness,Frank Peretti,1986
1954,I Alex Cross,James Patterson,2009
1955,The Plantagenet Saga,Jean Plaidy,1976
1956,American Innovations,Rivka Galchen,2014
1957,The Wheel of Time Series,Robert Jordan,1984
1958,Doña Bárbara,Rómulo Gallegos,1929
1959,Ghost,Jason Reynolds,2016
1960,The Real Life of Alejandro Mayta,Mario Vargas Llosa,1986
1961,The Wine of Astonishment,Earl Lovelace,1982
1962,The Murders in the Rue Morgue,Edgar Allan Poe,1841
1963,The Mind Invaders,Dave Hunt,1989
1964,The Vegetarian: A Novel,Han Kang,2007
1965,The Essential Dykes to Watch Out For,Alison Bechdel,2008
1966,Nothing Like the Sun,Anthony Burgess,1964
1967,Petersburg,Andrei Bely,1913
1968,Beat the Devil,Claud Cockburn,1951
1969,The Indian Lawyer,James Welch,1990
1970,The White Hotel,D. M. Thomas,1981
1971,The Ordeal of Gilbert Pinfold,Evelyn Waugh,1957
1972,Light Years,James Salter,1976
1973,The Almanac of the Dead,Leslie Marmon Silko,1991
1974,Moravagine,Blaise Cendrars,1926
1975,Novel on Yellow Paper,Stevie Smith,1936
1976,Stranger Things Happen,Kelly Link,2001
1977,A Feast of Snakes,Harry Crews,1976
1978,The Narrative of Arthur Gordon Pym,Edgar Allan Poe,1838
1979,Vida,Marge Piercy,1975
1980,The Manuscript Found in Saragossa,Jan Potocki,1805
1981,A Canticle for Leibowitz,Walter M. Miller,1961
1982,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,1884
1983,A Place of Greater Safety,Hilary Mantel,1992
1984,Animal Dreams,Barbara Kingsolver,1990
1985,The Mask of Dimitrios,Eric Ambler,1944
1986,Mrs Palfrey at the Claremont,Elizabeth Taylor,1971
1987,Sea of Poppies,Amitav Ghosh,2008
1988,Our Lady of the Flowers,Jean Genet,1943
1989,Julian,Gore Vidal,1964
1990,The BFG,Roald Dahl,1982
1991,The Killer Inside Me,Jim Thompson,1952
1992,An American Dream,Norman Mailer,1965
1993,Selected Stories,D. H. Lawrence,1930
1994,Selected Poems of Lord Byron,Lord Byron,1824
1995,The Poems of Wilfred Owen,Wilfred Owen,1920
1996,Party Going,Henry Green,1939
1997,The Glass Menagerie,Tennessee Williams,1944
1998,Gogol's Wife,Tommaso Landolfi,1963
1999,Venus in Furs,Leopold Von Sacher-Masoch,1870
2000,The Assistant,Bernard Malamud,1957
2001,Ceremony,Leslie Marmon Silko,1977
2002,Kidnapped,Robert Louis Stevenson,1886
2003,The Poems of Sappho,Sappho,-570
2004,As You Like it,William Shakespeare,1623
2005,The Sportswriter ,Richard Ford,1986
2006,Julius Caesar,William Shakespeare,1599
2007,The Bloody Chamber And Other Stories,Angela Carter,1979
2008,If He Hollers Let Him Go,Chester Himes,1945
2009,Matterhorn,Karl Marlantes,2009
2010,The Last Good Kiss,James Crumley,1978
2011,The Storyteller,Mario Vargas Llosa,1987
2012,Ray,Barry Hannah,1980
2013,Tripmaster Monkey,Maxine Hong Kingston,1989
2014,The Golden Gate,Vikram Seth,1986
2015,O Pioneers!,Willa Cather,1913
2016,Gateway,Frederik Pohl,84
2017,Machine Dreams,Jayne Anne Phillips,1984
2018,Two Serious Ladies,Jane Bowles,1946
2019,The Bostonians,Henry James,1886
2020,Mr. American,George MacDonald Fraser,1980
2021,The Dogs of March,Ernest Hebert,1979
2022,The Deceivers,John Masters,1952
2023,This Side of Paradise,F. Scott Fitzgerald,1920
2024,The King Must Die,Mary Renault,1958
2025,Sleeping Beauty,Ross Macdonald,1973
2026,At Play in the Fields of the Lord,Peter Matthiessen,1965
2027,The House Of Splendid Isolation,Edna O'Brien,1994
2028,Lucy,Jamaica Kincaid,1990
2029,Where Angels Fear to Tread,E. M. Forster,1905
2030,Greenmantle,John Buchan,1916
2031,Dealing With Dragons,Patricia C. Wrede,1990
2032,Rapture,Carol Ann Duffy,2005
2033,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,1985
2034,Raise High the Roof Beam Carpenters: And Seymour an Introduction,J. D. Salinger,1963
2035,Shadow & Claw,Gene Wolfe,0
2036,The Man Who Was Thursday,G. K. Chesterton,1908
2037,Black Sheep,Georgette Heyer,1966
2038,Normal People,Sally Rooney,2018
2039,Woodcutters,Thomas Bernhard,1985
2040,The Book of the New Sun,Gene Wolfe,1983
2041,Good Omens,Terry Pratchett Neil Gaiman,1990
2042,The Theogony,Hesiod,-700
2043,You Shall Know Our Velocity,Dave Eggers,2002
2044,Been Down So Long it Looks Like Up to Me,Richard Fariña,1966
2045,Little Big,John Crowley,1981
2046,Jayber Crow,Wendell Berry,2000
2047,Devil in a Blue Dress,Walter Mosley,1990
2048,Drown,Junot Diaz,1996
2049,The Blue Sword,Robin McKinley,1982
2050,A Little Princess,Frances Hodgson Burnett,1905
2051,Heat and Dust,Ruth Prawer Jhabvala,1975
2052,Lord of Misrule: The Morganville Vampires,Rachel Caine,2010
2053,Ten North Frederick,John O'Hara,1955
2054,A Good Scent from a Strange Mountain,Robert Olen Butler,1992
2055,Dusk,James Salter,1989
2056,Tinkers,Paul Harding,2009
2057,The Caine Mutiny,Herman Wouk,1951
2058,In America,Susan Sontag,1999
2059,Ship Fever and Other Stories,Andrea Barrett,1995
2060,The Eighth Day,Thornton Wilder,1967
2061,Postcards,E. Annie Proulx,1992
2062,Seaview,Toby Olson,1983
2063,Brown Girl Dreaming,Jacqueline Woodson,2014
2064,Motherless Brooklyn,Jonathan Lethem,1999
2065,We are All Completely Beside Ourselves,Karen Joy Fowler,2013
2066,Lamb in His Bosom,Caroline Miller,1933
2067,Resurrection: A Novel,Leo Tolstoy,1899
2068,The Elected Member,Bernice Rubens,1969
2069,Charming Billy,Alice McDermott,1997
2070,The Round House,Louise Erdrich,2012
2071,Scarlet Sister Mary,Julia Peterkin,1928
2072,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,2007
2073,The Complete Fairy Tales of Charles Perrault,Charles Perrault,1703
2074,Honey in the Horn,Harold L. Davis,1935
2075,Philadelphia fire,John Edgar Wideman,1990
2076,Sacred Hunger,Barry Unsworth,1992
2077,Kate Vaiden,Reynolds Price,1986
2078,So Big,Edna Ferber,1924
2079,Shadow Country,Peter Matthiessen,2008
2080,Three Junes,Julia Glass,2002
2081,Steps,Jerzy Kosinski,1968
2082,Laughing Boy,Oliver La Farge,1929
2083,The Town,Conrad Richter,1950
2084,The Spectator Bird,Wallace Stegner,1976
2085,Being Dead,Jim Crace,1999
2086,A Summons to Memphis,Peter Taylor,1986
2087,A Crown of Feathers and Other Stories,Isaac Bashevis Singer,1973
2088,Staying On,Paul Scott,1977
2089,The Reivers,William Faulkner,1963
2090,Elbow Room,James Alan McPherson,1977
2091,How German Is It,Walter Abish,1981
2092,The Hair of Harold Roux,Thomas Williams,1974
2093,Moon Tiger,Penelope Lively,1987
2094,The Travels of Jaimie McPheeters,Robert Lewis Taylor,544
2095,The Late George Apley,John P. Marquand,1937
2096,Offshore,Penelope Fitzgerald,1979
2097,Alice Adams,Booth Tarkington,1921
2098,The Collected Stories of Deborah Eisenberg: Stories,Deborah Eisenberg,2011
2099,The Collected Stories,Grace Paley,1994
2100,Soldiers in Hiding,Richard Wiley,1987
2101,The Bear Comes Home,Rafi Zabor,1997
2102,Foreign Affairs,Alison Lurie,1984
2103,Saville,David Storey,1976
2104,The Testaments,Margaret Atwood,2019
2105,Everything Begins and Ends at the Kentucky Club,Benjamin Alire Sáenz,2012
2106,Less,Andrew Sean Greer,2017
2107,The Barracks Thief,Tobias Wolff,1984
2108,Years of Grace,Margaret Ayer Barnes,1930
2109,Fortune Smiles: Stories,Adam Johnson,2015
2110,The Field of Vision,Wright Morris,1956
2111,The Conservationist,Nadine Gordimer,1974
2112,The Buddha in the Attic,Julie Otsuka,2011
2113,The Wonderful Story of Henry Sugar,Roald Dahl,1977
2114,The Caprices,Sabina Murray,2003
2115,The Finkler Question: A Novel,Howard Jacobson,2010
2116,The Way West,A. B. Guthrie Jr,1949
2117,Victory Over Japan: A Book of Stories,Ellen Gilchrist,1983
2118,Rites of Passage,William Golding,1980
2119,Binocular Vision,Edith Pearlman,2011
2120,Holiday,Stanley Middleton,1974
2121,The Waters of Kronos,Conrad Richter,1960
2122,Martin Dressler: The Tale of an American Dreamer,Steven Millhauser,1996
2123,Redeployment,Phil Klay,2014
2124,Dragon's Teeth,Upton Sinclair,1942
2125,One of Ours,Willa Cather,1922
2126,Collected Poems,Jack Gilbert,2012
2127,Girl Woman Other,Bernardine Evaristo,2019
2128,The Old Forest,Peter Taylor,1986
2129,The Lion and the Mouse,Jerry Pinkney,2009
2130,Spartina,John Casey,1988
2131,The Mambo Kings Play Songs of Love,Oscar Hijuelos,1989
2132,The Edge of Sadness,Edwin O'Connor,1961
2133,My Name Is Lucy Barton,Elizabeth Strout,2016
2134,Blood Tie,Mary Lee Settle,1977
2135,His Family,Ernest Poole,1917
2136,Sent for You Yesterday,John Edgar Wideman,1983
2137,The Middleman and Other Stories,Bharati Mukherjee,1988
2138,Plains Song,Wright Morris,1980
2139,The Overstory,Richard Powers,2018
2140,George Mills,Stanley Elkin,1982
2141,Speak,Laurie Halse Anderson,1999
2142,War Dances,Sherman Alexie,2009
2143,Early Autumn,Louis Bromfield,1926
2144,Everyman,Philip Roth,2006
2145,In This Our Life,Ellen Glasgow,1941
2146,Paris Trout,Pete Dexter,1987
2147,Delicious Foods,James Hannaham,2016
2148,A Frolic of His Own,William Gaddis,1994
2149,Milkman,Anna Burns,2018
2150,The Year of the French,Thomas Flanagan,1979
2151,War Trash,Ha Jin,2004
2152,A Perfect Spy,John le Carré,1986
2153,The Luminaries,Eleanor Catton,2013
2154,Guard of Honor,James Gould Cozzens,1948
2155,March,Geraldine Brooks,2005
2156,The Great Man,Kate Christensen,2007
2157,The Able McLaughlins,Margaret Wilson,1923
2158,Collected Poems,Jane Kenyon,2005
2159,The News from Paraguay,Lily Tuck,2004
2160,Advise and Consent,Allen Drury,1959
2161,The Store,Thomas Sigismund Stribling,1932
2162,Paco's Story,Larry Heinemann,1986
2163,A Bell for Adano,John Hersey,1944
2164,Now in November,Josephine Winslow Johnson,1934
2165,October Light,John Gardner,1976
2166,Middle Passage,Charles R. Johnson,1990
2167,Journey in the Dark,Martin Flavin,1943
2168,Mrs. Ted Bliss,Stanley Elkin,1995
2169,The Love of a Good Woman,Alice Munro,1998
2170,The Keepers of the House,Shirley Ann Grau,1964
2171,The Magic Toyshop,Angela Carter,1967
2172,The Good Lord Bird: A Novel,James McBride,2013
2173,Something to Answer For,P. H. Newby,1969
2174,The Centaur,John Updike,1963
2175,Olive Kitteridge,Elizabeth Strout,2008
2176,Dart,Alice Oswald,2002
2177,The Fifth Season,N. K. Jemisin,2015
2178,The Gambler,Fyodor Dostoyevsky,1867
2179,The Voyeur,Alain Robbe-Grillet,1953
2180,The Dying Earth,Jack Vance,1950
2181,Galileo,Bertolt Brecht,1945
2182,The American,Henry James,1877
2183,Cane,Jean Toomer,1923
2184,Men Without Women,Ernest Hemingway,1927
2185,Libra,Don DeLillo,1988
2186,The Trickster of Seville and His Guest of Stone,Tirso de Molina,1630
2187,Mensagem,Fernando Pessoa,1934
2188,Winter's Tale,Mark Helprin,1983
2189,Roots,Alex Haley,1977
2190,The Pursuit Of Love,Nancy Mitford,1945
2191,A New Life,Bernard Malamud,1961
2192,City of Salt,Abdelrahman Munif,1987
2193,The Bastard of Istanbul,Elif Shafak,2006
2194,Palace of Desire,Naguib Mahfouz,1957
2195,Sugar Street,Naguib Mahfouz,1957
2196,Palace Walk,Naguib Mahfouz,1956
2197,Waverley,Sir Walter Scott,1814
2198,Rhinoceros and Other Plays,Eugène Ionesco,1959
2199,Snow Country,Yasunari Kawabata,1935
2200,The Heather Blazing,Colm Toibin,1992
2201,Waiting for the Mahatma,R. K. Narayan,1955
2202,An Accidental Man,Iris Murdoch,1971
2203,Cities of the Red Night: A Novel,William S. Burroughs,1981
2204,The Illustrious House of Ramires,Eça de Queirós,1900
2205,My Life and My Life in the Nineties,Lyn Hejinian,1980
2206,The Bottle Factory Outing,Beryl Bainbridge,1974
2207,The Rachel Papers,Martin Amis,1973
2208,The Ballad of the Sad Cafe,Carson McCullers,1951
2209,Sweet Days of Discipline,Fleur Jaeggy,1989
2210,I Tituba Black Witch of Salem,Maryse Condé,1986
2211,The Periodic Table,Primo Levi,1975
2212,Distant Star,Roberto Bolaño,1996
2213,The Loser,Thomas Bernhard,1983
2214,The Spoils of Poynton,Henry James,1897
2215,Stoner,John Williams,1965
2216,L.A. Confidential ,James Ellroy,1990
2217,Cold Nights,Ba Jin,1947
2218,The Woman in the Dunes,Kobo Abe,1964
2219,The Daughter of Time,Josephine Tey,1951
2220,VALIS,Philip K. Dick,1981
2221,The Black Swan,Thomas Mann,1954
2222,The Painted Bird ,Jerzy Kosinski,1965
2223,The Stories of Vladimir Nabokov,Vladimir Nabokov,1977
2224,The Song of Roland,Unknown,1040
2225,Benito Cereno,Herman Melville,1855
2226,Vile Bodies,Evelyn Waugh,1930
2227,Ubik,Philip K. Dick,1969
2228,The Pioneers,James Fenimore Cooper,1823
2229,The Quest for the Golden Fleece,Unknown,-300
2230,Reynard the Fox,Unknown,1148
2231,The Twelve Labours of Hercules,Unknown,-600
2232,Falconer,John Cheever,1977
2233,From Russia with Love,Ian Fleming,1957
2234,Stories of Nikolai Gogol,Nikolai Gogol,1852
2235,The Poems of Emily Bronte,Emily Brontë,1850
2236,The Short Stories Of Thomas Hardy ,Thomas Hardy,1928
2237,The Poetry of Alexander Pushkin,Alexander Pushkin,1837
2238,Water Music,T. C. Boyle,1982
2239,The Father,August Strindberg,1887
2240,Poems of Matsuo Bashō,Matsuo Bashō,1694
2241,She,H. Rider Haggard,1887
2242,Thyestes,Seneca,62
2243,Early Novels and Stories,James Baldwin,1987
2244,An Essay on Man,Alexander Pope,1734
2245,Sonnets from the Portuguese,Elizabeth Barrett Browning,1850
2246,The Invisible Man,H. G. Wells,1897
2247,Spoon River Anthology,Edgar Lee Masters,1915
2248,Everyman,Anonymous,1510
2249,Miss Julie,August Strindberg,1888
2250,John Wesley's Sermons: An Anthology,Albert C. Outler,1791
2251,Diamonds Are Forever,Ian Fleming,1956
2252,The Unicorn,Iris Murdoch,1963
2253,The Winter's Tale,William Shakespeare,1623
2254,Hangover Square: A Story of Darkest Earl's Court,Patrick Hamilton,1941
2255,The Hearts and Lives of Men: A Novel,Fay Weldon,1987
2256,Stories,T. C. Boyle,0
2257,The Master of Ballantrae: A Winter's Tale,Robert Louis Stevenson,1889
2258,Cat on a Hot Tin Roof ,Tennessee Williams,1955
2259,Poem of the Cid,Unknown,1195
2260,A Reckless Character and Other Stories,Ivan Turgenev,1883
2261,The Berlin Stories,Christopher Isherwood,1946
2262,The Green Knight,Iris Murdoch,1993
2263,Works and Days,Hesiod,-700
2264,The Works of Walter Savage Landor,Walter Savage Landor,1864
2265,The Bridge,Hart Crane,1930
2266,New Atlantis,Francis Bacon,1627
2267,Nicholas Nickleby,Charles Dickens,1838
2268,Orpheus and Eurydice,Unknown,8
2269,A Spy In The House Of Love,Anaïs Nin,1954
2270,The Collected Poems of A. E. Housman,A. E. Housman,1939
2271,Volpone,Ben Jonson,1606
2272,The Collected Poems of Theodore Roethke,Theodore Roethke,1963
2273,The Remorseful Day,Colin Dexter,1999
2274,The Rape of the Lock,Alexander Pope,1712
2275,Two Essays on Analytical Psychology,Carl Jung,1953
2276,An Enemy of the People,Henrik Ibsen,1882
2277,The Subterraneans,Jack Kerouac,1958
2278,Penguin Island,Anatole France,1908
2279,The Protocols of the Elders of Zion,Unknown,1905
2280,The Orlando Furioso,Lodovico Ariosto,1516
2281,I Wish Someone Were Waiting for Me Somewhere,Anna Gavalda,2003
2282,Autumn,Ali Smith,2016
2283,Wonder Boys,Michael Chabon,1995
2284,Earth Abides,George Rippey Stewart,1949
2285,House of Leaves,Mark Z. Danielewski,2000
2286,The Green Road,Anne Enright,2015
2287,The Notebook: The Proof ; The Third Lie : Three Novels,Agota Kristof,1986
2288,Levels of Life,Julian Barnes,2013
2289,Human Chain,Seamus Heaney,2010
2290,Night Watch,Terry Pratchett,2002
2291,The Haunting of Hill House ,Shirley Jackson,1959
2292,On Beauty,Zadie Smith,2005
2293,Books of Blood,Clive Barker,1985
2294,I Am Legend,Richard Matheson,1954
2295,Fates and Furies,Lauren Groff,2015
2296,Tales of H. P. Lovecraft,H. P. Lovecraft,1937
2297,Station Eleven,Emily St John Mandel,2014
2298,The Silence of the Girls,Pat Barker,2018
2299,Haunted,Chuck Palahniuk,2005
2300,Going Native,Stephen Wright,1994
2301,The Constant Gardener,John le Carré,2001
2302,The Stories of Ray Bradbury,Ray Bradbury,2010
2303,The Infatuations,Javier Marías,2011
2304,Notes on a Scandal,Zoë Heller,2003
2305,Exit West,Mohsin Hamid,2017
2306,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,2009
2307,Signs Preceding the End of the World,Yuri Herrera,2009
2308,The Electric Michelangelo,Sarah Hall,2004
2309,Stories of Your Life and Others,Ted Chiang,2002
2310,Ghostwritten,David Mitchell,1999
2311,Harvest,Jim Crace,2013
2312,Coraline,Neil Gaiman,2002
2313,Sixty Stories,Donald Barthelme,1981
2314,Selected Stories of Philip K. Dick,Philip K. Dick,1982
2315,Case Histories,Kate Atkinson,2007
2316,That They May Face the Rising Sun,John McGahern,2001
2317,Visitation,Jenny Erpenbeck,2008
2318,Light,M. John Harrison,2002
2319,The Siege,Helen Dunmore,2001
2320,The Accidental,Ali Smith,2005
2321,Darkmans,Nicola Barker,2007
